sessionid,channel,ad,ad_name,platform,ad_country
flh3p2uskp4ank4v,Organic/Direct,,,,
flh3p2uskp4ai50u,Organic/Direct,,,,
flh3p2uskp48mug1,Organic/Direct,,,,
flh3p2uskp480k3c,Organic/Direct,,,,
flh3p2uskp4d6o7i,Organic/Direct,,,,
flh3p2uskp4dazeb,Organic/Direct,,,,
flh3p2uskp4dee8n,Organic/Direct,,,,
flh3p2uskp4dxodq,Organic/Direct,,,,
flh3p2uskp4ecdhi,Organic/Direct,,,,
flh3p2uskp4czook,Organic/Direct,,,,
flh3p2uskp4f99oa,Organic/Direct,,,,
flh3p2uskp4evub3,Organic/Direct,,,,
flh3p2uskpm99m2h,Organic/Direct,,,,
flh3p2uskp4fwk69,Organic/Direct,,,,
flh3p2uskp4gjsc0,Organic/Direct,,,,
flh3p2uskp4g867f,Organic/Direct,,,,
flh3p2uskp4gxm7p,Organic/Direct,,,,
flh3p2uskp3vrjlu,Organic/Direct,,,,
flh3p2uskp4f8sx5,Organic/Direct,,,,
flh3p2uskp4cakgn,Organic/Direct,,,,
flh3p2uskp4h2hl7,Organic/Direct,,,,
flh3p2uskp37472i,Organic/Direct,,,,
flh3p2uskp4hulbz,Organic/Direct,,,,
flh3p2uskp4bwr4l,Organic/Direct,,,,
flh3p2uskp2vxds3,Organic/Direct,,,,
flh3p2uskp4vh5hm,Organic/Direct,,,,
flh3p2uskp4z284l,Organic/Direct,,,,
flh3p2uskp4fqzif,Organic/Direct,,,,
flh3p2uskp51suxc,Organic/Direct,,,,
flh3p2uskp511r81,Organic/Direct,,,,
flh3p2uskp54bw5o,Organic/Direct,,,,
flh3p2uskp55nj4z,Organic/Direct,,,,
flh3p2uskp56gy59,Organic/Direct,,,,
flh3p2uskp56atrr,Organic/Direct,,,,
flh3p2uskp57rt4b,Organic/Direct,,,,
flh3p2uskp58aqmi,Organic/Direct,,,,
flh3p2uskp585dga,Organic/Direct,,,,
flh3p2uskp589ctj,Organic/Direct,,,,
flh3p2uskp58qdmg,Organic/Direct,,,,
flh3p2uskp59qz6x,Organic/Direct,,,,
flh3p2uskp59g8fi,Organic/Direct,,,,
flh3p2uskp59tc7y,Organic/Direct,,,,
flh3p2uskp5cv8qb,Organic/Direct,,,,
flh3p2uskp5e1bvq,Organic/Direct,,,,
flh3p2uskp5fo8jh,Organic/Direct,,,,
flh3p2uskp6qktw6,Organic/Direct,,,,
flh3p2uskp5fkaf9,Organic/Direct,,,,
flh3p2uskp5hat38,Organic/Direct,,,,
flh3p2uskp5h4it3,Organic/Direct,,,,
flh3p2uskp5i5nr4,Organic/Direct,,,,
flh3p2uskp5i5u4x,Organic/Direct,,,,
flh3p2uskp5ik90z,Organic/Direct,,,,
flh3p2uskp5akjh4,Organic/Direct,,,,
flh3p2uskp5ixwzl,Organic/Direct,,,,
flh3p2uskp5jt8w8,Organic/Direct,,,,
flh3p2uskp5k3hp9,Organic/Direct,,,,
flh3p2uskp5lkk56,Organic/Direct,,,,
flh3p2uskp3mb4ju,Organic/Direct,,,,
flh3p2uskp5lutqq,Organic/Direct,,,,
flh3p2uskp5mxqm8,Organic/Direct,,,,
flh3p2uskpcezimb,Organic/Direct,,,,
flh3p2uskp5nt6ms,Organic/Direct,,,,
flh3p2uskp5p656x,Organic/Direct,,,,
flh3p2uskp5p4v8g,Organic/Direct,,,,
flh3p2uskp5pi7uv,Organic/Direct,,,,
flh3p2uskp5ob8k4,Organic/Direct,,,,
flh3p2uskp5nfyc5,Organic/Direct,,,,
flh3p2uskp54ro3r,Organic/Direct,,,,
flh3p2uskp5ql13b,Organic/Direct,,,,
flh3p2uskp5ro4n5,Organic/Direct,,,,
flh3p2uskp5r0s83,Organic/Direct,,,,
flh3p2uskp5rnoi8,Organic/Direct,,,,
flh3p2uskp5qzxdu,Organic/Direct,,,,
flh3p2uskp5t9ltw,Organic/Direct,,,,
flh3p2uskp5u3mzp,Organic/Direct,,,,
flh3p2uskp5ufqq4,Organic/Direct,,,,
flh3p2uskp5umy57,Organic/Direct,,,,
flh3p2uskp5ujmzd,Organic/Direct,,,,
flh3p2uskp5vrxqe,Organic/Direct,,,,
flh3p2uskp5vcqdr,Organic/Direct,,,,
flh3p2uskp5vbf4k,Organic/Direct,,,,
flh3p2uskp5wmoz7,Organic/Direct,,,,
flh3p2uskp5vdnia,Organic/Direct,,,,
flh3p2uskp5vqcpq,Organic/Direct,,,,
flh3p2uskp5vvfzp,Organic/Direct,,,,
flh3p2uskp5vypa0,Organic/Direct,,,,
flh3p2uskp5wjy2a,Organic/Direct,,,,
flh3p2uskp5wkmhk,Organic/Direct,,,,
flh3p2uskp5xpdvi,Organic/Direct,,,,
flh3p2uskp5ygonj,Organic/Direct,,,,
flh3p2uskp5y8d3o,Organic/Direct,,,,
flh3p2uskp5ycxqs,Organic/Direct,,,,
flh3p2uskp5z35v5,Organic/Direct,,,,
flh3p2uskp5yyi4o,Organic/Direct,,,,
flh3p2uskp60j6p2,Organic/Direct,,,,
flh3p2uskp61yd49,Organic/Direct,,,,
flh3p2uskp5vkf2p,Organic/Direct,,,,
flh3p2uskp6alqw9,Organic/Direct,,,,
flh3p2uskp6dmkjk,Organic/Direct,,,,
flh3p2uskp5a5rqq,Organic/Direct,,,,
flh3p2uskp6e2y11,Organic/Direct,,,,
flh3p2uskp6gegk6,Organic/Direct,,,,
flh3p2uskp6hjh1p,Organic/Direct,,,,
flh3p2uskp6hukr0,Organic/Direct,,,,
flh3p2uskp5qy6vu,Organic/Direct,,,,
flh3p2uskp6irnhs,Organic/Direct,,,,
flh3p2uskp6ligxz,Organic/Direct,,,,
flh3p2uskp6lyamo,Organic/Direct,,,,
flh3p2uskp6mr1l2,Organic/Direct,,,,
flh3p2uskp6nh2jv,Organic/Direct,,,,
flh3p2uskp6ni3ax,Organic/Direct,,,,
flh3p2uskp6oe6tm,Organic/Direct,,,,
flh3p2uskp00vxew,Organic/Direct,,,,
flh3p2uskp5i99e0,Organic/Direct,,,,
flh3p2uskp6fndbi,Organic/Direct,,,,
flh3p2uskp6mlml3,Organic/Direct,,,,
flh3p2uskp6sa3h7,Organic/Direct,,,,
flh3p2uskp6smr20,Organic/Direct,,,,
flh3p2uskp6r5t7v,Organic/Direct,,,,
flh3p2uskp6tyb2v,Organic/Direct,,,,
flh3p2uskp6lght2,Organic/Direct,,,,
flh3p2uskp6uo4yn,Organic/Direct,,,,
flh3p2uskp5vmtah,Organic/Direct,,,,
flh3p2uskp6w4ul7,Organic/Direct,,,,
flh3p2uskp6wiw31,Organic/Direct,,,,
flh3p2uskp6x92l9,Organic/Direct,,,,
flh3p2uskp6wk7f6,Organic/Direct,,,,
flh3p2uskp5iv80h,Organic/Direct,,,,
flh3p2uskp6x19t3,Organic/Direct,,,,
flh3p2uskp6ygumi,Organic/Direct,,,,
flh3p2uskp5kr4iw,Organic/Direct,,,,
flh3p2uskp6yr0z1,Organic/Direct,,,,
flh3p2uskp703qno,Organic/Direct,,,,
flh3p2uskp70fwjo,Organic/Direct,,,,
flh3p2uskp5quui7,Organic/Direct,,,,
flh3p2uskp743006,Organic/Direct,,,,
flh3p2uskp74eu99,Organic/Direct,,,,
flh3p2uskp76p8tp,Organic/Direct,,,,
flh3p2uskp76t2an,Organic/Direct,,,,
flh3p2uskp7791uo,Organic/Direct,,,,
flh3p2uskp5wktzi,Organic/Direct,,,,
flh3p2uskp77ysng,Organic/Direct,,,,
flh3p2uskp70f1qg,Organic/Direct,,,,
flh3p2uskp79cmpi,Organic/Direct,,,,
flh3p2uskp7am9ps,Organic/Direct,,,,
flh3p2uskp7b4lvc,Organic/Direct,,,,
flh3p2uskp6u8uqn,Organic/Direct,,,,
flh3p2uskp79cp2u,Organic/Direct,,,,
flh3p2uskpe4qivt,Organic/Direct,,,,
flh3p2uskp7a1z03,Organic/Direct,,,,
flh3p2uskp77f4ip,Organic/Direct,,,,
flh3p2uskp7d1cce,Organic/Direct,,,,
flh3p2uskp7dw8lf,Organic/Direct,,,,
flh3p2uskp6ytgec,Organic/Direct,,,,
flh3p2uskp7dzpsb,Organic/Direct,,,,
flh3p2uskp7dqt4w,Organic/Direct,,,,
flh3p2uskp6khw9s,Organic/Direct,,,,
flh3p2uskp7fl5kj,Organic/Direct,,,,
flh3p2uskp7v8m4g,Organic/Direct,,,,
flh3p2uskp7uv1dc,Organic/Direct,,,,
flh3p2uskp7vyvzw,Organic/Direct,,,,
flh3p2uskp7wgsxr,Organic/Direct,,,,
flh3p2uskp79ohnu,Organic/Direct,,,,
flh3p2uskp7fcd7s,Organic/Direct,,,,
flh3p2uskp7fgh4q,Organic/Direct,,,,
flh3p2uskp80mv3s,Organic/Direct,,,,
flh3p2uskp7awy7x,Organic/Direct,,,,
flh3p2uskp839xka,Organic/Direct,,,,
flh3p2uskp84n59z,Organic/Direct,,,,
flh3p2uskp856k5p,Organic/Direct,,,,
flh3p2uskp851cln,Organic/Direct,,,,
flh3p2uskp85b0ee,Organic/Direct,,,,
flh3p2uskp77rxjv,Organic/Direct,,,,
flh3p2uskp81xhjd,Organic/Direct,,,,
flh3p2uskp6sxrr0,Organic/Direct,,,,
flh3p2uskp896069,Organic/Direct,,,,
flh3p2uskp89g90w,Organic/Direct,,,,
flh3p2uskp8ae6i6,Organic/Direct,,,,
flh3p2uskp8a4w90,Organic/Direct,,,,
flh3p2uskp70ymfh,Organic/Direct,,,,
flh3p2uskp86w7u3,Organic/Direct,,,,
flh3p2uskp8bkhoz,Organic/Direct,,,,
flh3p2uskp8cgtx6,Organic/Direct,,,,
flh3p2uskp8djwde,Organic/Direct,,,,
flh3p2uskp8e3d7w,Organic/Direct,,,,
flh3p2uskp8e636f,Organic/Direct,,,,
flh3p2uskp8f0r9t,Organic/Direct,,,,
flh3p2uskp8kjxd1,Organic/Direct,,,,
flh3p2uskp8l3736,Organic/Direct,,,,
flh3p2uskp8lwzxj,Organic/Direct,,,,
flh3p2uskp12dd1j,Organic/Direct,,,,
flh3p2uskp8nkyc1,Organic/Direct,,,,
flh3p2uskp8nc2vo,Organic/Direct,,,,
flh3p2uskp8nsd6q,Organic/Direct,,,,
flh3p2uskp8odoif,Organic/Direct,,,,
flh3p2uskp8p3wns,Organic/Direct,,,,
flh3p2uskp8p8q1f,Organic/Direct,,,,
flh3p2uskp8pruit,Organic/Direct,,,,
flh3p2uskp8pk7bm,Organic/Direct,,,,
flh3p2uskp8hlvhj,Organic/Direct,,,,
flh3p2uskp8r4nem,Organic/Direct,,,,
flh3p2uskp8qf9oy,Organic/Direct,,,,
flh3p2uskp8rleye,Organic/Direct,,,,
flh3p2uskp83zhtx,Organic/Direct,,,,
flh3p2uskp8vba4j,Organic/Direct,,,,
flh3p2uskp8z2szu,Organic/Direct,,,,
flh3p2uskp8nt59w,Organic/Direct,,,,
flh3p2uskp9an8wi,Organic/Direct,,,,
flh3p2uskp9b7732,Organic/Direct,,,,
flh3p2uskp8ip4tf,Organic/Direct,,,,
flh3p2uskp9ctgqj,Organic/Direct,,,,
flh3p2uskp9d5kxa,Organic/Direct,,,,
flh3p2uskp9bx773,Organic/Direct,,,,
flh3p2uskp9dxp4u,Organic/Direct,,,,
flh3p2uskp8x8wc6,Organic/Direct,,,,
flh3p2uskp9ezce3,Organic/Direct,,,,
flh3p2uskp9flqpn,Organic/Direct,,,,
flh3p2uskp9f6zx0,Organic/Direct,,,,
flh3p2uskp9fib8n,Organic/Direct,,,,
flh3p2uskp9g4ebi,Organic/Direct,,,,
flh3p2uskp9e18bz,Organic/Direct,,,,
flh3p2uskp8pwugj,Organic/Direct,,,,
flh3p2uskp9h4vz4,Organic/Direct,,,,
flh3p2uskp9hm7aa,Organic/Direct,,,,
flh3p2uskp9hkqe9,Organic/Direct,,,,
flh3p2uskp9hrv9g,Organic/Direct,,,,
flh3p2uskp9i718y,Organic/Direct,,,,
flh3p2uskp9joowz,Organic/Direct,,,,
flh3p2uskp8429ax,Organic/Direct,,,,
flh3p2uskp9l84ch,Organic/Direct,,,,
flh3p2uskpatkgwu,Organic/Direct,,,,
flh3p2uskp9nrhyu,Organic/Direct,,,,
flh3p2uskp9nbrhw,Organic/Direct,,,,
flh3p2uskp9o9ncd,Organic/Direct,,,,
flh3p2uskp9q8aq8,Organic/Direct,,,,
flh3p2uskp9r3wbk,Organic/Direct,,,,
flh3p2uskp9r0orr,Organic/Direct,,,,
flh3p2uskp9sqyoo,Organic/Direct,,,,
flh3p2uskp9kxrm0,Organic/Direct,,,,
flh3p2uskp9tgv99,Organic/Direct,,,,
flh3p2uskp9skleh,Organic/Direct,,,,
flh3p2uskp9rqjmr,Organic/Direct,,,,
flh3p2uskp9uepbh,Organic/Direct,,,,
flh3p2uskp9wv8o2,Organic/Direct,,,,
flh3p2uskp9t7jto,Organic/Direct,,,,
flh3p2uskp9xek8t,Organic/Direct,,,,
flh3p2uskp7cuot7,Organic/Direct,,,,
flh3p2uskp9xtbkt,Organic/Direct,,,,
flh3p2uskp9xpn8w,Organic/Direct,,,,
flh3p2uskp9z4hfn,Organic/Direct,,,,
flh3p2uskp9zy1pd,Organic/Direct,,,,
flh3p2uskpa03swx,Organic/Direct,,,,
flh3p2uskp9yb8mp,Organic/Direct,,,,
flh3p2uskp8meuxz,Organic/Direct,,,,
flh3p2uskpa1rww8,Organic/Direct,,,,
flh3p2uskpa2ub8u,Organic/Direct,,,,
flh3p2uskpa1pfxk,Organic/Direct,,,,
flh3p2uskpa20l3p,Organic/Direct,,,,
flh3p2uskpa4mbju,Organic/Direct,,,,
flh3p2uskpa5nwwc,Organic/Direct,,,,
flh3p2uskpa31qnb,Organic/Direct,,,,
flh3p2uskpfnsje1,Organic/Direct,,,,
flh3p2uskpa74ckm,Organic/Direct,,,,
flh3p2uskp8qtlos,Organic/Direct,,,,
flh3p2uskp8qzjnf,Organic/Direct,,,,
flh3p2uskpa7rewk,Organic/Direct,,,,
flh3p2uskpa8ap1k,Organic/Direct,,,,
flh3p2uskpa8c5m1,Organic/Direct,,,,
flh3p2uskpa63ktc,Organic/Direct,,,,
flh3p2uskpa8jwhg,Organic/Direct,,,,
flh3p2uskpa78lsq,Organic/Direct,,,,
flh3p2uskpac7o3x,Organic/Direct,,,,
flh3p2uskpaikvr9,Organic/Direct,,,,
flh3p2uskpaqmej1,Organic/Direct,,,,
flh3p2uskpa9yac1,Organic/Direct,,,,
flh3p2uskp9stcjs,Organic/Direct,,,,
flh3p2uskparp1ep,Organic/Direct,,,,
flh3p2uskpasmefe,Organic/Direct,,,,
flh3p2uskpatcgmy,Organic/Direct,,,,
flh3p2uskpatol4z,Organic/Direct,,,,
flh3p2uskpate6ws,Organic/Direct,,,,
flh3p2uskpatvqz3,Organic/Direct,,,,
flh3p2uskp9oma19,Organic/Direct,,,,
flh3p2uskpaunpil,Organic/Direct,,,,
flh3p2uskpavp6lm,Organic/Direct,,,,
flh3p2uskpaw6uyl,Organic/Direct,,,,
flh3p2uskpaxhe9m,Organic/Direct,,,,
flh3p2uskpav447n,Organic/Direct,,,,
flh3p2uskpavc69o,Organic/Direct,,,,
flh3p2uskpavozcd,Organic/Direct,,,,
flh3p2uskpazh8sw,Organic/Direct,,,,
flh3p2uskpb0s5r6,Organic/Direct,,,,
flh3p2uskp9s1gsu,Organic/Direct,,,,
flh3p2uskpb1exdb,Organic/Direct,,,,
flh3p2uskpb1nsa2,Organic/Direct,,,,
flh3p2uskpa7cxek,Organic/Direct,,,,
flh3p2uskpbandwf,Organic/Direct,,,,
flh3p2uskpaphp0m,Organic/Direct,,,,
flh3p2uskpb5ai7d,Organic/Direct,,,,
flh3p2uskpb5beyh,Organic/Direct,,,,
flh3p2uskpb4wwk9,Organic/Direct,,,,
flh3p2uskpb5oe1d,Organic/Direct,,,,
flh3p2uskpb64tsj,Organic/Direct,,,,
flh3p2uskpb747zo,Organic/Direct,,,,
flh3p2uskpb7j0x2,Organic/Direct,,,,
flh3p2uskpb7sihj,Organic/Direct,,,,
flh3p2uskpb6m7sq,Organic/Direct,,,,
flh3p2uskpar9mvy,Organic/Direct,,,,
flh3p2uskpb72rcb,Organic/Direct,,,,
flh3p2uskpb9jm5t,Organic/Direct,,,,
flh3p2uskpb9gyx9,Organic/Direct,,,,
flh3p2uskpa3gjcm,Organic/Direct,,,,
flh3p2uskpba8t6p,Organic/Direct,,,,
flh3p2uskpba8r3o,Organic/Direct,,,,
flh3p2uskp9ybxah,Organic/Direct,,,,
flh3p2uskpbbr0na,Organic/Direct,,,,
flh3p2uskpbdamxg,Organic/Direct,,,,
flh3p2uskpbe06q2,Organic/Direct,,,,
flh3p2uskpbf0ddp,Organic/Direct,,,,
flh3p2uskpbevlwn,Organic/Direct,,,,
flh3p2uskpbfdnew,Organic/Direct,,,,
flh3p2uskpbfrcpj,Organic/Direct,,,,
flh3p2uskpbg2p3e,Organic/Direct,,,,
flh3p2uskpbhk0v4,Organic/Direct,,,,
flh3p2uskpbhn84w,Organic/Direct,,,,
flh3p2uskpav4i6r,Organic/Direct,,,,
flh3p2uskpbi7aat,Organic/Direct,,,,
flh3p2uskpbedhfy,Organic/Direct,,,,
flh3p2uskpbitj2u,Organic/Direct,,,,
flh3p2uskpbiglxc,Organic/Direct,,,,
flh3p2uskpckbvsr,Organic/Direct,,,,
flh3p2uskpbl77k0,Organic/Direct,,,,
flh3p2uskpbklmpn,Organic/Direct,,,,
flh3pjbtkor2d8kr,Organic/Direct,,,,
flh3p9iqkovkz13t,Organic/Direct,,,,
flh3pjbtknuiepm4,Organic/Direct,,,,
flh3p2uskpcdxukl,Organic/Direct,,,,
flh3p2uskoxwvs0g,Organic/Direct,,,,
flh3p2uskpcaovfp,Organic/Direct,,,,
flh3p2uskpbll24i,Organic/Direct,,,,
flh3p2uskpblsn6b,Organic/Direct,,,,
flh3p2uskpbnbv1d,Organic/Direct,,,,
flh3p2uskpbcjf41,Organic/Direct,,,,
flh3p2uskpbnz2wh,Organic/Direct,,,,
flh3p2uskpbkjge7,Organic/Direct,,,,
flh3p2uskpbnqfll,Organic/Direct,,,,
flh3p2uskpbrw5lw,Organic/Direct,,,,
flh3p2uskpbv40y1,Organic/Direct,,,,
flh3p2uskpc2k6jn,Organic/Direct,,,,
flh3p2uskpbdc67f,Organic/Direct,,,,
flh3p2uskpc92d5i,Organic/Direct,,,,
flh3p2uskpcadnaq,Organic/Direct,,,,
flh3p2uskpcaygbd,Organic/Direct,,,,
flh3p2uskpcekyqy,Organic/Direct,,,,
flh3p2uskpb4ll6b,Organic/Direct,,,,
flh3p2uskpc9zj4w,Organic/Direct,,,,
flh3p2uskpccmoju,Organic/Direct,,,,
flh3p2uskpcedayy,Organic/Direct,,,,
flh3p2uskpcce19l,Organic/Direct,,,,
flh3p2uskpcekesw,Organic/Direct,,,,
flh3p2uskpceqclh,Organic/Direct,,,,
flh3p2uskpcfcpt7,Organic/Direct,,,,
flh3p2uskpcfdpo2,Organic/Direct,,,,
flh3p2uskpcgxrgu,Organic/Direct,,,,
flh3p2uskpchmca6,Organic/Direct,,,,
flh3p2uskpchu0ze,Organic/Direct,,,,
flh3p2uskpchqiu7,Organic/Direct,,,,
flh3p2uskpcjn1c4,Organic/Direct,,,,
flh3p2uskpckjqqj,Organic/Direct,,,,
flh3p2uskpcmd2je,Organic/Direct,,,,
flh3p2uskpcmbzwl,Organic/Direct,,,,
flh3p2uskpcn0pbr,Organic/Direct,,,,
flh3p2uskpbmdxll,Organic/Direct,,,,
flh3p2uskpcnzjle,Organic/Direct,,,,
flh3p2uskpcny48a,Organic/Direct,,,,
flh3p2uskpcoe9y3,Organic/Direct,,,,
flh3p2uskpcp5zum,Organic/Direct,,,,
flh3p2uskpcqc68k,Organic/Direct,,,,
flh3p2uskpcqwgr0,Organic/Direct,,,,
flh3p2uskpcrn5l9,Organic/Direct,,,,
flh3p2uskpcqkf2b,Organic/Direct,,,,
flh3p2uskpcsnpby,Organic/Direct,,,,
flh3p2uskpcsgok6,Organic/Direct,,,,
flh3p2uskpctig5t,Organic/Direct,,,,
flh3p2uskpctx72g,Organic/Direct,,,,
flh3p2uskpctw3wq,Organic/Direct,,,,
flh3p2uskpco7q44,Organic/Direct,,,,
flh3p2uskpctj77r,Organic/Direct,,,,
flh3p2uskpcv8wwm,Organic/Direct,,,,
flh3p2uskpctx230,Organic/Direct,,,,
flh3p2uskpcvl6uw,Organic/Direct,,,,
flh3p2uskpcw7f4r,Organic/Direct,,,,
flh3p2uskpcxkcqq,Organic/Direct,,,,
flh3p2uskpcynw70,Organic/Direct,,,,
flh3p2uskpcy2ube,Organic/Direct,,,,
flh3p2uskpblm8kl,Organic/Direct,,,,
flh3p2uskp31ys84,Organic/Direct,,,,
flh3p2uskp5m92zw,Organic/Direct,,,,
flh3p2uskp4b49fn,Organic/Direct,,,,
flh3p2uskpcxmrfl,Organic/Direct,,,,
flh3p2uskpd1mesb,Organic/Direct,,,,
flh3p2uskpd26npt,Organic/Direct,,,,
flh3p2uskpcwydxh,Organic/Direct,,,,
flh3p2uskpcpujjl,Organic/Direct,,,,
flh3p2uskpd3kv21,Organic/Direct,,,,
flh3p2uskpd28dhl,Organic/Direct,,,,
flh3p2uskpd52m32,Organic/Direct,,,,
flh3p2uskpd5rjkf,Organic/Direct,,,,
flh3p2uskpbj8pvy,Organic/Direct,,,,
flh3p2uskpdh6hrm,Organic/Direct,,,,
flh3p2uskpdjevsl,Organic/Direct,,,,
flh3p2uskpdmdap7,Organic/Direct,,,,
flh3p2uskpdnsf0w,Organic/Direct,,,,
flh3p2uskpdpztqv,Organic/Direct,,,,
flh3p2uskpdq5zvp,Organic/Direct,,,,
flh3p2uskpdob2r8,Organic/Direct,,,,
flh3p2uskpdq6gdh,Organic/Direct,,,,
flh3p2uskpdr36fw,Organic/Direct,,,,
flh3p2uskpdps89z,Organic/Direct,,,,
flh3p2uskpdr8ykc,Organic/Direct,,,,
flh3p2uskpdraa0i,Organic/Direct,,,,
flh3p2uskpdsfpc3,Organic/Direct,,,,
flh3p2uskpdreuxt,Organic/Direct,,,,
flh3p2uskpdtvwqo,Organic/Direct,,,,
flh3p2uskpdu42s9,Organic/Direct,,,,
flh3p2uskpduea10,Organic/Direct,,,,
flh3p2uskpdv6ttw,Organic/Direct,,,,
flh3p2uskpdxdgr6,Organic/Direct,,,,
flh3p2uskpdoptcc,Organic/Direct,,,,
flh3p2uskpdwnaaq,Organic/Direct,,,,
flh3p2uskpe04p0p,Organic/Direct,,,,
flh3p2uskpe06wxh,Organic/Direct,,,,
flh3p2uskpe249pd,Organic/Direct,,,,
flh3p2uskpe0eca0,Organic/Direct,,,,
flh3p2uskpczy34p,Organic/Direct,,,,
flh3p2uskpe2bhjp,Organic/Direct,,,,
flh3p2uskpe2obmb,Organic/Direct,,,,
flh3p2uskpcy2tr7,Organic/Direct,,,,
flh3p2uskpe4x4x0,Organic/Direct,,,,
flh3p2uskpe69ecl,Organic/Direct,,,,
flh3p2uskpe78jbs,Organic/Direct,,,,
flh3p2uskpe2uyls,Organic/Direct,,,,
flh3p2uskpe4j2ie,Organic/Direct,,,,
flh3p2uskpe78h8q,Organic/Direct,,,,
flh3p2uskpe8rg79,Organic/Direct,,,,
flh3p2uskpduro8m,Organic/Direct,,,,
flh3p2uskpearn6l,Organic/Direct,,,,
flh3p2uskpea8z2p,Organic/Direct,,,,
flh3p2uskpcpmt0p,Organic/Direct,,,,
flh3p2uskpedylmm,Organic/Direct,,,,
flh3p2uskpee6ssq,Organic/Direct,,,,
flh3p2uskpeehmb2,Organic/Direct,,,,
flh3p2uskpeg4r0c,Organic/Direct,,,,
flh3p2uskpd4pg1x,Organic/Direct,,,,
flh3p2uskow0cgpa,Organic/Direct,,,,
flh3p2uskpcgwyxu,Organic/Direct,,,,
flh3p2uskpdp8i3h,Organic/Direct,,,,
flh3p2uskpefyvkw,Organic/Direct,,,,
flh3p2uskpehc1f7,Organic/Direct,,,,
flh3p2uskpd2c5tw,Organic/Direct,,,,
flh3p2uskpei3qo9,Organic/Direct,,,,
flh3p2uskpei4vrb,Organic/Direct,,,,
flh3p2uskpejn7jz,Organic/Direct,,,,
flh3p2uskpejxiyy,Organic/Direct,,,,
flh3p2uskpeftwby,Organic/Direct,,,,
flh3p2uskpedtccp,Organic/Direct,,,,
flh3p2uskpf2617n,Organic/Direct,,,,
flh3p2uskpf3616z,Organic/Direct,,,,
flh3p2uskpf54gyo,Organic/Direct,,,,
flh3p2uskpf6bfqk,Organic/Direct,,,,
flh3p2uskpf5vfqp,Organic/Direct,,,,
flh3p2uskpf6oitx,Organic/Direct,,,,
flh3p2uskpe7k9e0,Organic/Direct,,,,
flh3p2uskpf7gslj,Organic/Direct,,,,
flh3p2uskpf7hyrp,Organic/Direct,,,,
flh3p2uskpf80ada,Organic/Direct,,,,
flh3p2uskpf85gip,Organic/Direct,,,,
flh3p2uskpf74ego,Organic/Direct,,,,
flh3p2uskpfcojqi,Organic/Direct,,,,
flh3p2uskpfcmj8q,Organic/Direct,,,,
flh3p2uskpdpevq8,Organic/Direct,,,,
flh3p2uskpfbwqa2,Organic/Direct,,,,
flh3p2uskpfee1zy,Organic/Direct,,,,
flh3p2uskpfe7hfe,Organic/Direct,,,,
flh3p2uskpfeqjm7,Organic/Direct,,,,
flh3p2uskpfdslre,Organic/Direct,,,,
flh3p2uskpffqp68,Organic/Direct,,,,
flh3p2uskpfi63x1,Organic/Direct,,,,
flh3p2uskpfio1f6,Organic/Direct,,,,
flh3p2uskpfjd6zj,Organic/Direct,,,,
flh3p2uskpfixjbv,Organic/Direct,,,,
flh3p2uskpfku68y,Organic/Direct,,,,
flh3p2uskpfkdl3d,Organic/Direct,,,,
flh3p2uskpf99ra2,Organic/Direct,,,,
flh3p2uskpfkdndx,Organic/Direct,,,,
flh3p2uskpfley3p,Organic/Direct,,,,
flh3p2uskpfm15xx,Organic/Direct,,,,
flh3p2uskpezryfk,Organic/Direct,,,,
flh3p2uskpfnk6o8,Organic/Direct,,,,
flh3p2uskpfo91u5,Organic/Direct,,,,
flh3p2uskpflwygw,Organic/Direct,,,,
flh3p2uskpfnga9a,Organic/Direct,,,,
flh3p2uskpfo7uyo,Organic/Direct,,,,
flh3p2uskpf2xy2d,Organic/Direct,,,,
flh3p2uskpfsi4dh,Organic/Direct,,,,
flh3p2uskpft7yyt,Organic/Direct,,,,
flh3p2uskpftzz3i,Organic/Direct,,,,
flh3p2uskpf0yflc,Organic/Direct,,,,
flh3p2uskpfu9izh,Organic/Direct,,,,
flh3p2uskpfu6fwl,Organic/Direct,,,,
flh3p2uskpdzmjy8,Organic/Direct,,,,
flh3p2uskpftxc5l,Organic/Direct,,,,
flh3p2uskpfgo4vp,Organic/Direct,,,,
flh3p2uskpfuyssg,Organic/Direct,,,,
flh3p2uskpfunbq4,Organic/Direct,,,,
flh3p2uskpfx6bvb,Organic/Direct,,,,
flh3p2uskpfwkqev,Organic/Direct,,,,
flh3p2uskpfx7bqm,Organic/Direct,,,,
flh3p2uskpeb5fi6,Organic/Direct,,,,
flh3p2uskpfy5cx1,Organic/Direct,,,,
flh3p2uskpfzavkk,Organic/Direct,,,,
flh3p2uskpg229l4,Organic/Direct,,,,
flh3p2uskpg2r985,Organic/Direct,,,,
flh3p2uskpgafzkf,Organic/Direct,,,,
flh3p2uskpgdw68s,Organic/Direct,,,,
flh3p2uskpgi8jhb,Organic/Direct,,,,
flh3p2uskpgji012,Organic/Direct,,,,
flh3p2uskpgk9b79,Organic/Direct,,,,
flh3p2uskpgke4oq,Organic/Direct,,,,
flh3p2uskpglcbln,Organic/Direct,,,,
flh3p2uskpgmblsz,Organic/Direct,,,,
flh3p2uskpfrl89e,Organic/Direct,,,,
flh3p2uskpgni25p,Organic/Direct,,,,
flh3p2uskpgnpjdn,Organic/Direct,,,,
