sessionid,clicks,channel,dm_clicks,orders,had_checkout_intent,converted
1o1mni6r8olt1bsm1r,31,organic,0,0,0,0
1o1mni6r8olt1bu936,3,organic,0,0,0,0
1o1mni6r8olt1by4p7,14,organic,0,1,0,1
1o1mni6r8olt1c29uf,2,organic,0,0,0,0
1o1mni6r8olt1c8kis,3,organic,0,0,0,0
1o1mni6r8olt1c8yae,2,organic,0,0,0,0
1o1mni6r8olt1cat93,2,organic,0,0,0,0
1o1mni6r8olt1cdgs5,14,organic,0,0,0,0
1o1mni6r8olt1cdnhf,24,organic,0,1,0,1
1o1mni6r8olt1cdyhl,19,organic,0,1,0,1
1o1mni6r8olt1cfn3h,2,organic,0,0,0,0
1o1mni6r8olt1cfya9,1,organic,0,0,0,0
1o1mni6r8olt1chfng,1,organic,0,0,0,0
1o1mni6r8olt1chmf5,2,organic,0,0,0,0
1o1mni6r8olt1cmaa8,24,organic,0,0,0,0
1o1mni6r8olt1cpbm9,1,organic,0,0,0,0
1o1mni6r8olt1cq5v5,2,organic,0,0,0,0
1o1mni6r8olt1cq7ao,1,organic,0,0,0,0
1o1mni6r8olt1csjn8,1,organic,0,0,0,0
1o1mni6r8olt1ctvae,2,organic,0,0,0,0
1o1mni6r8olt1cweaz,3,organic,0,0,0,0
1o1mni6r8olt1d3bz7,2,organic,0,0,0,0
1o1mni6r8olt1d72cc,1,organic,0,0,0,0
1o1mni6r8olt1dcrv0,1,organic,0,0,0,0
1o1mni6r8olt1dfwn9,1,organic,0,0,0,0
1o1mni6r8olt1dl65b,2,organic,0,0,0,0
1o1mni6r8olt1dwwrp,1,organic,0,0,0,0
1o1mni6r8olt1e5jvg,2,organic,0,0,0,0
1o1mni6r8olt1eafr1,8,organic,0,0,0,0
1o1mni6r8olt1eb4pz,14,organic,0,1,0,1
1o1mni6r8olt1ef1ps,2,organic,0,0,0,0
1o1mni6r8olt1ehxrb,14,organic,0,1,0,1
1o1mni6r8olt1eip7u,1,organic,0,0,0,0
1o1mni6r8olt1ej7zt,2,organic,0,0,0,0
1o1mni6r8olt1ekkah,2,organic,0,0,0,0
1o1mni6r8olt1elxpj,1,organic,0,0,0,0
1o1mni6r8olt1emxf6,1,organic,0,0,0,0
1o1mni6r8olt1enbg6,2,organic,0,0,0,0
1o1mni6r8olt1eptxr,2,organic,0,0,0,0
1o1mni6r8olt1eqide,1,organic,0,0,0,0
1o1mni6r8olt1eqjva,1,organic,0,0,0,0
1o1mni6r8olt1eqwua,1,organic,0,0,0,0
1o1mni6r8olt1evppf,3,organic,0,0,0,0
1o1mni6r8olt1ewa0v,7,organic,0,0,0,0
1o1mni6r8olt1eyadp,7,organic,0,0,0,0
1o1mni6r8olt1f1byc,15,organic,0,0,0,0
1o1mni6r8olt1f5vg9,17,organic,0,0,0,0
1o1mni6r8olt1f97ao,2,organic,0,0,0,0
1o1mni6r8olt1fawq8,9,organic,0,1,0,1
1o1mni6r8olt1ff4m6,1,organic,0,0,0,0
1o1mni6r8olt1fg8a0,2,organic,0,0,0,0
1o1mni6r8olt1fgbxq,1,organic,0,0,0,0
1o1mni6r8olt1flb2y,1,organic,0,0,0,0
1o1mni6r8olt1fmudc,1,organic,0,0,0,0
1o1mni6r8olt1frb2y,1,organic,0,0,0,0
1o1mni6r8olt1frtfr,2,organic,0,0,0,0
1o1mni6r8olt1fycda,1,organic,0,0,0,0
1o1mni6r8olt1g0f75,1,organic,0,0,0,0
1o1mni6r8olt1g12cx,2,organic,0,0,0,0
1o1mni6r8olt1g7rmw,6,organic,0,0,0,0
1o1mni6r8olt1gez1n,1,organic,0,0,0,0
1o1mni6r8olt1ghpm7,8,organic,0,0,0,0
1o1mni6r8olt1gorns,1,organic,0,0,0,0
1o1mni6r8olt1gpczu,3,organic,0,0,0,0
1o1mni6r8olt1gq74j,20,organic,0,1,0,1
1o1mni6r8olt1gy31k,1,organic,0,0,0,0
1o1mni6r8olt1h4pu4,2,organic,0,0,0,0
1o1mni6r8olt1h5iy9,1,organic,0,0,0,0
1o1mni6r8olt1hc31g,1,organic,0,0,0,0
1o1mni6r8olt1hdyt4,3,organic,0,0,0,0
1o1mni6r8olt1hiz90,6,organic,0,0,0,0
1o1mni6r8olt1ho5e3,3,organic,0,1,0,1
1o1mni6r8olt1hozwp,1,organic,0,0,0,0
1o1mni6r8olt1hqlfo,2,organic,0,0,0,0
1o1mni6r8olt1hxtum,1,organic,0,0,0,0
1o1mni6r8olt1i3clv,3,organic,0,0,0,0
1o1mni6r8olt1i4pxr,10,organic,0,0,0,0
1o1mni6r8olt1i7k2h,10,organic,0,0,0,0
1o1mni6r8olt1i7z73,1,organic,0,0,0,0
1o1mni6r8olt1i8uj8,2,organic,0,0,0,0
1o1mni6r8olt1i944r,7,organic,0,0,0,0
1o1mni6r8olt1id0fz,2,organic,0,0,0,0
1o1mni6r8olt1iflm1,1,organic,0,0,0,0
1o1mni6r8olt1ig4gt,2,organic,0,0,0,0
1o1mni6r8olt1ih3ni,6,organic,0,0,0,0
1o1mni6r8olt1ijhnd,2,organic,0,0,0,0
1o1mni6r8olt1ilg6r,5,organic,0,0,0,0
1o1mni6r8olt1iogsd,1,organic,0,0,0,0
1o1mni6r8olt1ipifv,1,organic,0,0,0,0
1o1mni6r8olt1iptur,1,organic,0,0,0,0
1o1mni6r8olt1it6c8,1,organic,0,0,0,0
1o1mni6r8olt1iujsg,1,organic,0,0,0,0
1o1mni6r8olt1iv56j,1,organic,0,0,0,0
1o1mni6r8olt1ivipz,1,organic,0,0,0,0
1o1mni6r8olt1ixznz,2,organic,0,0,0,0
1o1mni6r8olt1j04rd,2,organic,0,0,0,0
1o1mni6r8olt1j1i8c,3,organic,0,0,0,0
1o1mni6r8olt1jcf4f,10,organic,0,0,0,0
1o1mni6r8olt1jjv36,12,organic,0,0,0,0
1o1mni6r8olt1jo3el,8,organic,0,0,0,0
1o1mni6r8olt1jpbg9,2,organic,0,0,0,0
1o1mni6r8olt1jy110,3,organic,0,0,0,0
1o1mni6r8olt1k1mb9,2,organic,0,0,0,0
1o1mni6r8olt1kccx3,43,organic,0,0,0,0
1o1mni6r8olt1kcgza,1,organic,0,0,0,0
1o1mni6r8olt1kdbvd,3,organic,0,0,0,0
1o1mni6r8olt1kdwst,11,organic,0,0,0,0
1o1mni6r8olt1ke970,10,organic,0,0,0,0
1o1mni6r8olt1kjh7m,2,organic,0,0,0,0
1o1mni6r8olt1kjkdp,1,organic,0,0,0,0
1o1mni6r8olt1kjknj,2,organic,0,0,0,0
1o1mni6r8olt1kkqsm,2,organic,0,0,0,0
1o1mni6r8olt1knsv1,1,organic,0,0,0,0
1o1mni6r8olt1kxhbu,3,organic,0,0,0,0
1o1mni6r8olt1kxje1,1,organic,0,0,0,0
1o1mni6r8olt1kz24m,4,organic,0,1,0,1
1o1mni6r8olt1kzogd,1,organic,0,0,0,0
1o1mni6r8olt1l2z5y,1,organic,0,0,0,0
1o1mni6r8olt1l4b04,1,organic,0,0,0,0
1o1mni6r8olt1lcb9g,1,organic,0,0,0,0
1o1mni6r8olt1lg15b,1,organic,0,0,0,0
1o1mni6r8olt1lh79y,1,organic,0,0,0,0
1o1mni6r8olt1lmhie,1,organic,0,0,0,0
1o1mni6r8olt1lvlzk,5,organic,0,0,0,0
1o1mni6r8olt1lvzy5,1,organic,0,0,0,0
1o1mni6r8olt1lwrgm,1,organic,0,0,0,0
1o1mni6r8olt1m13aw,1,organic,0,0,0,0
1o1mni6r8olt1m2msh,3,organic,0,0,0,0
1o1mni6r8olt1m62uc,1,organic,0,0,0,0
1o1mni6r8olt1md42f,2,organic,0,0,0,0
1o1mni6r8olt1miscn,1,organic,0,0,0,0
1o1mni6r8olt1mjrii,1,organic,0,0,0,0
1o1mni6r8olt1mkfhl,7,organic,0,0,0,0
1o1mni6r8olt1mmcc5,1,organic,0,0,0,0
1o1mni6r8olt1mmxcz,3,organic,0,0,0,0
1o1mni6r8olt1mqblj,1,organic,0,0,0,0
1o1mni6r8olt1mv2mm,2,organic,0,0,0,0
1o1mni6r8olt1mwuwm,1,organic,0,0,0,0
1o1mni6r8olt1mwyi9,1,organic,0,0,0,0
1o1mni6r8olt1mx8s5,8,organic,0,0,0,0
1o1mni6r8olt1mxpt9,4,organic,0,0,0,0
1o1mni6r8olt1mxvs5,1,organic,0,0,0,0
1o1mni6r8olt1mz4es,2,organic,0,0,0,0
1o1mni6r8olt1n3xjt,1,organic,0,0,0,0
1o1mni6r8olt1n3xvx,1,organic,0,0,0,0
1o1mni6r8olt1n6vg0,1,organic,0,0,0,0
1o1mni6r8olt1n9lj8,5,organic,0,0,0,0
1o1mni6r8olt1ndigb,3,organic,0,0,0,0
1o1mni6r8olt1nia4w,1,organic,0,0,0,0
1o1mni6r8olt1nlaj4,2,organic,0,0,0,0
1o1mni6r8olt1nqf2l,3,organic,0,0,0,0
1o1mni6r8olt1nsk2z,10,organic,0,0,0,0
1o1mni6r8olt1nywb7,7,organic,0,0,0,0
1o1mni6r8olt1o0swc,4,organic,0,0,0,0
1o1mni6r8olt1o1m58,3,organic,0,0,0,0
1o1mni6r8olt1o3g1o,1,organic,0,0,0,0
1o1mni6r8olt1o5vpk,2,organic,0,0,0,0
1o1mni6r8olt1o62wx,1,organic,0,0,0,0
1o1mni6r8olt1o7cii,46,organic,0,0,0,0
1o1mni6r8olt1o9b1q,2,organic,0,0,0,0
1o1mni6r8olt1o9r4a,3,organic,0,0,0,0
1o1mni6r8olt1oc84a,14,organic,0,0,0,0
1o1mni6r8olt1oiu9h,1,organic,0,0,0,0
1o1mni6r8olt1ojpex,2,organic,0,0,0,0
1o1mni6r8olt1okwxl,28,organic,0,1,0,1
1o1mni6r8olt1oofi3,1,organic,0,0,0,0
1o1mni6r8olt1oqwib,1,organic,0,0,0,0
1o1mni6r8olt1orwx8,6,organic,0,0,0,0
1o1mni6r8olt1osjsz,4,organic,0,0,0,0
1o1mni6r8olt1otpfv,24,organic,0,0,0,0
1o1mni6r8olt1oua6w,4,organic,0,0,0,0
1o1mni6r8olt1oujmj,10,organic,0,1,0,1
1o1mni6r8olt1oxc40,9,organic,0,1,0,1
1o1mni6r8olt1oyhy4,1,organic,0,0,0,0
1o1mni6r8olt1ozk8a,1,organic,0,0,0,0
1o1mni6r8olt1p5kls,2,organic,0,0,0,0
1o1mni6r8olt1p74jb,1,organic,0,0,0,0
1o1mni6r8olt1pbgd3,5,organic,0,0,0,0
1o1mni6r8olt1pdih7,10,organic,0,0,0,0
1o1mni6r8olt1pjg4r,7,organic,0,0,0,0
1o1mni6r8olt1pjww3,1,organic,0,0,0,0
1o1mni6r8olt1pphe4,1,organic,0,0,0,0
1o1mni6r8olt1pplsj,1,organic,0,0,0,0
1o1mni6r8olt1ppmkt,13,organic,0,0,0,0
1o1mni6r8olt1pqxki,5,organic,0,1,0,1
1o1mni6r8olt1ptrve,2,organic,0,0,0,0
1o1mni6r8olt1pwc2f,1,organic,0,0,0,0
1o1mni6r8olt1pwhta,6,organic,0,0,0,0
1o1mni6r8olt1pxxbx,1,organic,0,0,0,0
1o1mni6r8olt1q10jy,4,organic,0,0,0,0
1o1mni6r8olt1q3l03,1,organic,0,0,0,0
1o1mni6r8olt1q6r3r,2,organic,0,0,0,0
1o1mni6r8olt1q7gpz,1,organic,0,0,0,0
1o1mni6r8olt1q7l8k,2,organic,0,0,0,0
1o1mni6r8olt1q7nlq,2,organic,0,0,0,0
1o1mni6r8olt1q8wq4,7,organic,0,0,0,0
1o1mni6r8olt1qj0u9,5,organic,0,0,0,0
1o1mni6r8olt1ql025,1,organic,0,0,0,0
1o1mni6r8olt1qlsqi,4,organic,0,0,0,0
1o1mni6r8olt1qmapt,1,organic,0,0,0,0
1o1mni6r8olt1qmfq8,2,organic,0,0,0,0
1o1mni6r8olt1qoxmj,2,organic,0,0,0,0
1o1mni6r8olt1qpu99,2,organic,0,0,0,0
1o1mni6r8olt1qsckd,4,organic,0,0,0,0
1o1mni6r8olt1qtbvx,7,organic,0,0,0,0
1o1mni6r8olt1quc5s,4,organic,0,0,0,0
1o1mni6r8olt1qylmi,7,organic,0,0,0,0
1o1mni6r8olt1r428v,3,organic,0,0,0,0
1o1mni6r8olt1r8be3,3,organic,0,0,0,0
1o1mni6r8olt1ra2gx,1,organic,0,0,0,0
1o1mni6r8olt1rafsn,1,organic,0,0,0,0
1o1mni6r8olt1rdheg,3,organic,0,0,0,0
1o1mni6r8olt1rj0s7,7,organic,0,0,0,0
1o1mni6r8olt1rmkrt,1,organic,0,0,0,0
1o1mni6r8olt1rn3rv,1,organic,0,0,0,0
1o1mni6r8olt1rpyok,1,organic,0,0,0,0
1o1mni6r8olt1rt1fg,2,organic,0,0,0,0
1o1mni6r8olt1rv8ct,14,organic,0,0,0,0
1o1mni6r8olt1rvjwv,1,organic,0,0,0,0
1o1mni6r8olt1rzuty,7,organic,0,0,0,0
1o1mni6r8olt1s55bb,30,organic,0,1,0,1
1o1mni6r8olt1s7vxq,9,organic,0,0,0,0
1o1mni6r8olt1saog7,2,organic,0,0,0,0
1o1mni6r8olt1sh5uc,16,organic,0,1,0,1
1o1mni6r8olt1shx9a,7,organic,0,0,0,0
1o1mni6r8olt1sl5oj,4,organic,0,0,0,0
1o1mni6r8olt1sl9jy,13,organic,0,1,0,1
1o1mni6r8olt1smua8,1,organic,0,0,0,0
1o1mni6r8olt1sokxq,4,organic,0,0,0,0
1o1mni6r8olt1sq5m7,3,organic,0,0,0,0
1o1mni6r8olt1ss2hq,1,organic,0,0,0,0
1o1mni6r8olt1svx8j,15,organic,0,0,0,0
1o1mni6r8olt1sxiq4,1,organic,0,0,0,0
1o1mni6r8olt1sxvvx,1,organic,0,0,0,0
1o1mni6r8olt1sy8r0,2,organic,0,0,0,0
1o1mni6r8olt1t0zsv,2,organic,0,0,0,0
1o1mni6r8olt1t340n,4,organic,0,0,0,0
1o1mni6r8olt1t6hgh,2,organic,0,0,0,0
1o1mni6r8olt1t9fxr,1,organic,0,0,0,0
1o1mni6r8olt1tb7oc,4,organic,0,0,0,0
1o1mni6r8olt1tfx5i,29,organic,0,0,0,0
1o1mni6r8olt1tg3ev,9,organic,0,0,0,0
1o1mni6r8olt1tiqia,2,organic,0,0,0,0
1o1mni6r8olt1tlg3a,1,organic,0,0,0,0
1o1mni6r8olt1tlou5,2,organic,0,0,0,0
1o1mni6r8olt1tm1qf,1,organic,0,0,0,0
1o1mni6r8olt1tnuwi,8,organic,0,0,0,0
1o1mni6r8olt1tota6,4,organic,0,0,0,0
1o1mni6r8olt1tp31r,1,organic,0,0,0,0
1o1mni6r8olt1tqtcl,4,organic,0,0,0,0
1o1mni6r8olt1tuufc,3,organic,0,0,0,0
1o1mni6r8olt1u2onv,2,organic,0,0,0,0
1o1mni6r8olt1u346r,1,organic,0,0,0,0
1o1mni6r8olt1u52zf,1,organic,0,0,0,0
1o1mni6r8olt1u7gjm,9,organic,0,1,0,1
1o1mni6r8olt1u9w85,2,organic,0,0,0,0
1o1mni6r8olt1uc6z4,9,organic,0,1,0,1
1o1mni6r8olt1ueq0h,4,organic,0,0,0,0
1o1mni6r8olt1ujq1q,36,organic,0,0,0,0
1o1mni6r8olt1ukl1h,3,organic,0,0,0,0
1o1mni6r8olt1um7c5,4,organic,0,0,0,0
1o1mni6r8olt1utek6,5,organic,0,0,0,0
1o1mni6r8olt1uu1j9,1,organic,0,0,0,0
1o1mni6r8olt1uxua9,3,organic,0,0,0,0
1o1mni6r8olt1v3klp,1,organic,0,0,0,0
1o1mni6r8olt1v55lp,4,organic,0,0,0,0
1o1mni6r8olt1v5g38,2,organic,0,0,0,0
1o1mni6r8olt1v7oip,3,organic,0,0,0,0
1o1mni6r8olt1vacc8,1,organic,0,0,0,0
1o1mni6r8olt1vh4yp,5,organic,0,0,0,0
1o1mni6r8olt1vl5hs,5,organic,0,0,0,0
1o1mni6r8olt1vn8ya,2,organic,0,0,0,0
1o1mni6r8olt1vq07r,2,organic,0,0,0,0
1o1mni6r8olt1vtd0b,2,organic,0,0,0,0
1o1mni6r8olt1vtkos,1,organic,0,0,0,0
1o1mni6r8olt1vxdf2,1,organic,0,0,0,0
1o1mni6r8olt1vy8zi,5,organic,0,0,0,0
1o1mni6r8olt1vyokx,3,organic,0,0,0,0
1o1mni6r8olt1w55k3,5,organic,0,1,0,1
1o1mni6r8olt1w7a18,4,organic,0,0,0,0
1o1mni6r8olt1w8s5g,1,organic,0,0,0,0
1o1mni6r8olt1waza7,13,organic,0,0,0,0
1o1mni6r8olt1wht4g,6,organic,0,0,0,0
1o1mni6r8olt1whwb0,4,organic,0,0,0,0
1o1mni6r8olt1wjfui,58,organic,0,1,0,1
1o1mni6r8olt1wl940,1,organic,0,0,0,0
1o1mni6r8olt1wn87e,2,organic,0,0,0,0
1o1mni6r8olt1won57,1,organic,0,0,0,0
1o1mni6r8olt1wrgoo,35,organic,0,0,0,0
1o1mni6r8olt1wt78m,1,organic,0,0,0,0
1o1mni6r8olt1wvse9,2,organic,0,0,0,0
1o1mni6r8olt1wwwoc,1,organic,0,0,0,0
1o1mni6r8olt1wxbdj,1,organic,0,0,0,0
1o1mni6r8olt1wxn2t,3,organic,0,0,0,0
1o1mni6r8olt1wy163,2,organic,0,0,0,0
1o1mni6r8olt1x2pvz,1,organic,0,0,0,0
1o1mni6r8olt1x2w3y,1,organic,0,0,0,0
1o1mni6r8olt1x3jy7,1,organic,0,0,0,0
1o1mni6r8olt1x85c0,2,organic,0,0,0,0
1o1mni6r8olt1xati9,2,organic,0,0,0,0
1o1mni6r8olt1xburh,9,organic,0,1,0,1
1o1mni6r8olt1xbzuw,1,organic,0,0,0,0
1o1mni6r8olt1xguoo,6,organic,0,1,0,1
1o1mni6r8olt1xlah8,1,organic,0,0,0,0
1o1mni6r8olt1xn476,1,organic,0,0,0,0
1o1mni6r8olt1xs4ax,1,organic,0,0,0,0
1o1mni6r8olt1xt8c4,3,organic,0,0,0,0
1o1mni6r8olt1xzz8i,3,organic,0,0,0,0
1o1mni6r8olt1y02pb,27,organic,0,1,0,1
1o1mni6r8olt1y2fr4,1,organic,0,0,0,0
1o1mni6r8olt1y4i45,2,organic,0,0,0,0
1o1mni6r8olt1y6tod,1,organic,0,0,0,0
1o1mni6r8olt1ya0yz,3,organic,0,0,0,0
1o1mni6r8olt1ybwho,3,organic,0,0,0,0
1o1mni6r8olt1ye87z,3,organic,0,0,0,0
1o1mni6r8olt1yf605,12,organic,0,0,0,0
1o1mni6r8olt1yoi3r,1,organic,0,0,0,0
1o1mni6r8olt1ypn9k,1,organic,0,0,0,0
1o1mni6r8olt1yrd58,5,organic,0,0,0,0
1o1mni6r8olt1ys1gm,3,organic,0,0,0,0
1o1mni6r8olt1ysb8p,1,organic,0,0,0,0
1o1mni6r8olt1yye5r,8,organic,0,1,0,1
1o1mni6r8olt1z298p,14,organic,0,0,0,0
1o1mni6r8olt1zbhpf,1,organic,0,0,0,0
1o1mni6r8olt1zc1lf,1,organic,0,0,0,0
1o1mni6r8olt1zdwtx,2,organic,0,0,0,0
1o1mni6r8olt1zfiz9,3,organic,0,0,0,0
1o1mni6r8olt1zkz5o,1,organic,0,0,0,0
1o1mni6r8olt1zoz3k,1,organic,0,0,0,0
1o1mni6r8olt1zvs8t,8,organic,0,1,0,1
1o1mni6r8olt203y61,3,organic,0,0,0,0
1o1mni6r8olt205dx5,1,organic,0,0,0,0
1o1mni6r8olt205ygl,8,organic,0,0,0,0
1o1mni6r8olt209baw,4,organic,0,0,0,0
1o1mni6r8olt20j6xe,3,organic,0,0,0,0
1o1mni6r8olt20kcrr,2,organic,0,0,0,0
1o1mni6r8olt20lrp3,6,organic,0,0,0,0
1o1mni6r8olt20q67b,1,organic,0,0,0,0
1o1mni6r8olt20yvtw,5,organic,0,0,0,0
1o1mni6r8olt20zp4b,4,organic,0,0,0,0
1o1mni6r8olt21310m,1,organic,0,0,0,0
1o1mni6r8olt215770,7,organic,0,0,0,0
1o1mni6r8olt219svy,9,organic,0,0,0,0
1o1mni6r8olt21bqju,1,organic,0,0,0,0
1o1mni6r8olt21hc46,1,organic,0,0,0,0
1o1mni6r8olt21w97p,2,organic,0,0,0,0
1o1mni6r8olt2207oo,13,organic,0,1,0,1
1o1mni6r8olt234tu2,3,organic,0,0,0,0
1o1mni6r8olt2371ns,5,organic,0,0,0,0
1o1mni6r8olt23fn2c,1,organic,0,0,0,0
1o1mni6r8olt23rs1p,1,organic,0,0,0,0
1o1mni6r8olt23v6hw,10,organic,0,0,0,0
1o1mni6r8olt24btt1,1,organic,0,0,0,0
1o1mni6r8olt25zax9,1,organic,0,0,0,0
1o1mni6r8olt279j6i,7,organic,0,0,0,0
1o1mni6r8olt27tz8d,1,organic,0,0,0,0
1o1mni6r8olt28hq07,1,organic,0,0,0,0
1o1mni6r8olt28j9nd,2,organic,0,0,0,0
1o1mni6r8olt2byz5r,4,organic,0,0,0,0
1o1mni6r8olt2dcaty,1,organic,0,0,0,0
1o1mni6r8olt2dkxxw,2,organic,0,0,0,0
1o1mni6r8olt2hh1db,11,organic,0,0,0,0
1o1mni6r8olt2hhmlt,2,organic,0,0,0,0
1o1mni6r8olt2hs32g,2,organic,0,0,0,0
1o1mni6r8olt2hv0rd,2,organic,0,0,0,0
1o1mni6r8olt2ii3ae,1,organic,0,0,0,0
1o1mni6r8olt2ip9f1,2,organic,0,0,0,0
1o1mni6r8olt2iuwpg,1,organic,0,0,0,0
1o1mni6r8olt2jgq38,1,organic,0,0,0,0
1o1mni6r8olt2jmycv,1,organic,0,0,0,0
1o1mni6r8olt2jtqbc,38,organic,0,0,0,0
1o1mni6r8olt2jz2ts,1,organic,0,0,0,0
1o1mni6r8olt2krkri,2,organic,0,0,0,0
1o1mni6r8olt2kwuez,2,organic,0,0,0,0
1o1mni6r8olt2l2ef6,1,organic,0,0,0,0
1o1mni6r8olt2l9ad2,1,organic,0,0,0,0
1o1mni6r8olt2lcb31,1,organic,0,0,0,0
1o1mni6r8olt2llrtm,1,organic,0,0,0,0
1o1mni6r8olt2lo5p5,1,organic,0,0,0,0
1o1mni6r8olt2lpzbb,7,organic,0,1,0,1
1o1mni6r8olt2mdibi,6,organic,0,0,0,0
1o1mni6r8olt2me8ur,1,organic,0,0,0,0
1o1mni6r8olt2mln6e,1,organic,0,0,0,0
1o1mni6r8olt2mw7tq,1,organic,0,0,0,0
1o1mni6r8olt2n0qnt,1,organic,0,0,0,0
1o1mni6r8olt2n7cdp,24,organic,0,0,0,0
1o1mni6r8olt2ndaxp,1,organic,0,0,0,0
1o1mni6r8olt2nrhov,1,organic,0,0,0,0
1o1mni6r8olt2nwnir,1,organic,0,0,0,0
1o1mni6r8olt2o24am,1,organic,0,0,0,0
1o1mni6r8olt2o2dk9,6,organic,0,0,0,0
1o1mni6r8olt2o2zzj,2,organic,0,0,0,0
1o1mni6r8olt2o48w9,3,organic,0,0,0,0
1o1mni6r8olt2o4trb,13,organic,0,1,0,1
1o1mni6r8olt2ogbkh,2,organic,0,0,0,0
1o1mni6r8olt2ogrbg,6,organic,0,1,0,1
1o1mni6r8olt2okck9,1,organic,0,0,0,0
1o1mni6r8olt2okowp,2,organic,0,0,0,0
1o1mni6r8olt2olqv1,4,organic,0,0,0,0
1o1mni6r8olt2onzgv,2,organic,0,0,0,0
1o1mni6r8olt2orzt7,4,organic,0,0,0,0
1o1mni6r8olt2p2ldw,1,organic,0,0,0,0
1o1mni6r8olt2p52vh,2,organic,0,0,0,0
1o1mni6r8olt2p8829,2,organic,0,0,0,0
1o1mni6r8olt2pjivs,6,organic,0,0,0,0
1o1mni6r8olt2pjja3,1,organic,0,0,0,0
1o1mni6r8olt2pjmiv,3,organic,0,0,0,0
1o1mni6r8olt2pq4tw,1,organic,0,0,0,0
1o1mni6r8olt2ptj6w,10,organic,0,0,0,0
1o1mni6r8olt2ptk2b,1,organic,0,0,0,0
1o1mni6r8olt2pura2,1,organic,0,0,0,0
1o1mni6r8olt2pytfm,4,organic,0,0,0,0
1o1mni6r8olt2pzz6u,1,organic,0,0,0,0
1o1mni6r8olt2q0ove,2,organic,0,0,0,0
1o1mni6r8olt2q2y7e,1,organic,0,0,0,0
1o1mni6r8olt2q5yei,16,organic,0,0,0,0
1o1mni6r8olt2q6f5z,1,organic,0,0,0,0
1o1mni6r8olt2q6r1u,12,organic,0,0,0,0
1o1mni6r8olt2q6ss6,5,organic,0,0,0,0
1o1mni6r8olt2q7936,2,organic,0,0,0,0
1o1mni6r8olt2q9zz0,1,organic,0,0,0,0
1o1mni6r8olt2qbflz,3,organic,0,0,0,0
1o1mni6r8olt2qbqh1,6,organic,0,0,0,0
1o1mni6r8olt2qdrwt,1,organic,0,0,0,0
1o1mni6r8olt2qgpt0,5,organic,0,0,0,0
1o1mni6r8olt2qhqzj,5,organic,0,0,0,0
1o1mni6r8olt2qjxhz,1,organic,0,0,0,0
1o1mni6r8olt2qn3is,1,organic,0,0,0,0
1o1mni6r8olt2qoj7r,24,organic,0,1,0,1
1o1mni6r8olt2qpp1h,1,organic,0,0,0,0
1o1mni6r8olt2qpr5s,3,organic,0,0,0,0
1o1mni6r8olt2qqhtz,4,organic,0,0,0,0
1o1mni6r8olt2qqixh,1,organic,0,0,0,0
1o1mni6r8olt2qu6jl,1,organic,0,0,0,0
1o1mni6r8olt2qvb34,22,organic,0,0,0,0
1o1mni6r8olt2qvjgi,2,organic,0,0,0,0
1o1mni6r8olt2qxjgv,2,organic,0,0,0,0
1o1mni6r8olt2r2gdc,38,organic,0,0,0,0
1o1mni6r8olt2r41nh,4,organic,0,0,0,0
1o1mni6r8olt2r42al,2,organic,0,0,0,0
1o1mni6r8olt2r67at,2,organic,0,0,0,0
1o1mni6r8olt2r6ho5,5,organic,0,0,0,0
1o1mni6r8olt2rfzvy,3,organic,0,0,0,0
1o1mni6r8olt2rhpfs,3,organic,0,0,0,0
1o1mni6r8olt2ribor,10,organic,0,0,0,0
1o1mni6r8olt2riesi,1,organic,0,0,0,0
1o1mni6r8olt2rqueb,1,organic,0,0,0,0
1o1mni6r8olt2s3hmd,1,organic,0,0,0,0
1o1mni6r8olt2s6qm2,1,organic,0,0,0,0
1o1mni6r8olt2sdnr1,1,organic,0,0,0,0
1o1mni6r8olt2svu5v,19,organic,0,0,0,0
1o1mni6r8olt2sxe0x,2,organic,0,0,0,0
1o1mni6r8olt2t53xa,1,organic,0,0,0,0
1o1mni6r8olt2t72xf,18,organic,0,1,0,1
1o1mni6r8olt2t8cia,1,organic,0,0,0,0
1o1mni6r8olt2tej23,2,organic,0,0,0,0
1o1mni6r8olt2tg4xx,3,organic,0,0,0,0
1o1mni6r8olt2tll2h,2,organic,0,0,0,0
1o1mni6r8olt2tm65h,4,organic,0,0,0,0
1o1mni6r8olt2trkgv,4,organic,0,0,0,0
1o1mni6r8olt2tta5u,3,organic,0,0,0,0
1o1mni6r8olt2tvc6h,2,organic,0,0,0,0
1o1mni6r8olt2tx3a6,5,organic,0,0,0,0
1o1mni6r8olt2txf18,3,organic,0,0,0,0
1o1mni6r8olt2u6yfr,1,organic,0,0,0,0
1o1mni6r8olt2u81qk,2,organic,0,0,0,0
1o1mni6r8olt2uefp7,1,organic,0,0,0,0
1o1mni6r8olt2uhci3,1,organic,0,0,0,0
1o1mni6r8olt2upm4b,12,organic,0,1,0,1
1o1mni6r8olt2usrvz,5,organic,0,0,0,0
1o1mni6r8olt2v5v0u,1,organic,0,0,0,0
1o1mni6r8olt2vf5rf,2,organic,0,0,0,0
1o1mni6r8olt2vfeu8,3,organic,0,0,0,0
1o1mni6r8olt2vlc6b,5,organic,0,0,0,0
1o1mni6r8olt2vnw81,1,organic,0,0,0,0
1o1mni6r8olt2vtqc7,3,organic,0,0,0,0
